,date,isEnabled,name,symbol,type
0,2017-11-03,True,Agilent Technologies Inc.,A,cs
1,2017-11-03,True,Alcoa Corporation,AA,cs
2,2017-11-03,True,Advanced Accelerator Applications S.A.,AAAP,cs
3,2017-11-03,True,Altaba Inc.,AABA,cs
4,2017-11-03,True,AAC Holdings Inc.,AAC,cs
5,2017-11-03,True,AdvisorShares Dorsey Wright ADR,AADR,et
6,2017-11-03,True,American Airlines Group Inc.,AAL,cs
7,2017-11-03,True,Altisource Asset Management Corp Com,AAMC,cs
8,2017-11-03,True,Atlantic American Corporation,AAME,cs
9,2017-11-03,True,Aaron's Inc.,AAN,cs
10,2017-11-03,True,Applied Optoelectronics Inc.,AAOI,cs
11,2017-11-03,True,AAON Inc.,AAON,cs
12,2017-11-03,True,Advance Auto Parts Inc W/I,AAP,cs
13,2017-11-03,True,Apple Inc.,AAPL,cs
14,2017-11-03,True,American Assets Trust Inc.,AAT,cs
15,2017-11-03,True,Almaden Minerals Ltd.,AAU,cs
16,2017-11-03,True,Advantage Oil & Gas Ltd,AAV,cs
17,2017-11-03,True,Atlas Air Worldwide Holdings,AAWW,cs
18,2017-11-03,True,iShares MSCI All Country Asia ex Japan Index Fund,AAXJ,et
19,2017-11-03,True,Axon Enterprise Inc.,AAXN,cs
20,2017-11-03,True,AllianceBernstein Holding L.P. Units,AB,cs
21,2017-11-03,True,Aoxin Tianli Group Inc.,ABAC,cs
22,2017-11-03,True,ABAXIS Inc.,ABAX,cs
23,2017-11-03,True,ABB Ltd,ABB,cs
24,2017-11-03,True,AbbVie Inc.,ABBV,cs
25,2017-11-03,True,AmerisourceBergen Corporation,ABC,cs
26,2017-11-03,True,Ameris Bancorp,ABCB,cs
27,2017-11-03,True,Cambium Learning Group Inc.,ABCD,cs
28,2017-11-03,True,The Advisory Board Company,ABCO,cs
29,2017-11-03,True,Alcentra Capital Corp.,ABDC,cs
30,2017-11-03,True,Aberdeen Emerging Markets Company Oppotunities Fund Inc.,ABE,cs
31,2017-11-03,True,Abeona Therapeutics Inc.,ABEO,cs
32,2017-11-03,True,,ABEOW,N/A
33,2017-11-03,True,Ambev S.A. American Depositary Shares (Each representing 1),ABEV,cs
34,2017-11-03,True,Asbury Automotive Group Inc,ABG,cs
35,2017-11-03,True,Ability Inc.,ABIL,cs
36,2017-11-03,True,ARCA biopharma Inc.,ABIO,cs
37,2017-11-03,True,Ablynx NV,ABLX,cs
38,2017-11-03,True,ABM Industries Incorporated,ABM,cs
39,2017-11-03,True,ABIOMED Inc.,ABMD,cs
40,2017-11-03,True,Arbor Realty Trust,ABR,cs
41,2017-11-03,True,Arbor Realty Trust Preferred Series A,ABR-A,ps
42,2017-11-03,True,Arbor Realty Trust Cumulative Redeemable Preferred Series B,ABR-B,ps
43,2017-11-03,True,Arbor Realty Trust Cumulative Redeemable Preferred Series C,ABR-C,ps
44,2017-11-03,True,Arbor Realty Trust 7.375% Senior Notes due 2021,ABRN,N/A
45,2017-11-03,True,Abbott Laboratories,ABT,cs
46,2017-11-03,True,Allegiance Bancshares Inc.,ABTX,cs
47,2017-11-03,True,Arbutus Biopharma Corporation,ABUS,cs
48,2017-11-03,True,Barrick Gold Corporation,ABX,cs
49,2017-11-03,True,Atlantica Yield plc,ABY,cs
50,2017-11-03,True,Associated Capital Group Inc.,AC,cs
51,2017-11-03,True,ACADIA Pharmaceuticals Inc.,ACAD,cs
52,2017-11-03,True,Atlantic Capital Bancshares Inc.,ACBI,cs
53,2017-11-03,True,American Campus Communities Inc,ACC,cs
54,2017-11-03,True,Acco Brands Corporation,ACCO,cs
55,2017-11-03,True,Acer Therapeutics Inc.,ACER,cs
56,2017-11-03,True,,ACERW,N/A
57,2017-11-03,True,Aceto Corporation,ACET,cs
58,2017-11-03,True,Atlantic Coast Financial Corporation,ACFC,cs
59,2017-11-03,True,Arch Capital Group Ltd.,ACGL,cs
60,2017-11-03,True,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of5.45% Non-Cumulative Preferred Shares Series F,ACGLO,ps
61,2017-11-03,True,Arch Capital Group Ltd. Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs,ACGLP,ps
62,2017-11-03,True,Aluminum Corporation of China Limited American Depositary Shares,ACH,cs
63,2017-11-03,True,Acadia Healthcare Company Inc.,ACHC,cs
64,2017-11-03,True,Achillion Pharmaceuticals Inc.,ACHN,cs
65,2017-11-03,True,Achieve Life Sciences Inc.,ACHV,cs
66,2017-11-03,True,Acacia Communications Inc.,ACIA,cs
67,2017-11-03,True,SPDR MSCI ACWI IMI,ACIM,et
68,2017-11-03,True,AC Immune SA,ACIU,cs
69,2017-11-03,True,ACI Worldwide Inc.,ACIW,cs
70,2017-11-03,True,Axcelis Technologies Inc.,ACLS,cs
71,2017-11-03,True,AECOM,ACM,cs
72,2017-11-03,True,,ACMR,N/A
73,2017-11-03,True,Accenture plc Class A (Ireland),ACN,cs
74,2017-11-03,True,ACNB Corporation,ACNB,cs
75,2017-11-03,True,Acorda Therapeutics Inc.,ACOR,cs
76,2017-11-03,True,Avenue Income Credit Strategies Fund,ACP,cs
77,2017-11-03,True,Ares Commercial Real Estate Corporation,ACRE,cs
78,2017-11-03,True,Aclaris Therapeutics Inc.,ACRS,cs
79,2017-11-03,True,AcelRx Pharmaceuticals Inc.,ACRX,cs
80,2017-11-03,True,American Capital Senior Floating Ltd.,ACSF,cs
81,2017-11-03,True,American Customer Satisfaction Core Alpha,ACSI,N/A
82,2017-11-03,True,Acasti Pharma Inc.,ACST,cs
83,2017-11-03,True,Actua Corporation,ACTA,cs
84,2017-11-03,True,Acacia Research Corporation,ACTG,cs
85,2017-11-03,True,Acme United Corporation.,ACU,cs
86,2017-11-03,True,AllianzGI Diversified Income & Convertible Fund of Beneficial Interest,ACV,cs
87,2017-11-03,True,iShares Edge MSCI Multifactor Global,ACWF,N/A
88,2017-11-03,True,iShares MSCI ACWI Index Fund,ACWI,et
89,2017-11-03,True,iShares Edge MSCI Min Vol Global,ACWV,et
90,2017-11-03,True,iShares MSCI ACWI ex US Index Fund,ACWX,et
91,2017-11-03,True,Acxiom Corporation,ACXM,cs
92,2017-11-03,True,AeroCentury Corp.,ACY,cs
93,2017-11-03,True,Adaptimmune Therapeutics plc,ADAP,cs
94,2017-11-03,True,Adobe Systems Incorporated,ADBE,cs
95,2017-11-03,True,Agree Realty Corporation,ADC,cs
96,2017-11-03,True,Advanced Emissions Solutions Inc.,ADES,cs
97,2017-11-03,True,Alcobra Ltd.,ADHD,cs
98,2017-11-03,True,Analog Devices Inc.,ADI,cs
99,2017-11-03,True,Archer-Daniels-Midland Company,ADM,cs
100,2017-11-03,True,ADMA Biologics Inc,ADMA,cs
101,2017-11-03,True,Adamis Pharmaceuticals Corporation,ADMP,cs
102,2017-11-03,True,Adamas Pharmaceuticals Inc.,ADMS,cs
103,2017-11-03,True,Adient plc,ADNT,cs
104,2017-11-03,True,ADOMANI Inc.,ADOM,cs
105,2017-11-03,True,Automatic Data Processing Inc.,ADP,cs
106,2017-11-03,True,BLDRS Asia 50 ADR Index Fund,ADRA,et
107,2017-11-03,True,BLDRS Developed Markets 100 ADR Index Fund,ADRD,et
108,2017-11-03,True,BLDRS Emerging Markets 50 ADR Index Fund,ADRE,et
109,2017-11-03,True,Aduro Biotech Inc.,ADRO,cs
110,2017-11-03,True,BLDRS Europe 100 ADR Index Fund,ADRU,et
111,2017-11-03,True,Alliance Data Systems Corporation,ADS,cs
112,2017-11-03,True,Autodesk Inc.,ADSK,cs
113,2017-11-03,True,Advanced Disposal Services Inc.,ADSW,cs
114,2017-11-03,True,ADTRAN Inc.,ADTN,cs
115,2017-11-03,True,Addus HomeCare Corporation,ADUS,cs
116,2017-11-03,True,Adverum Biotechnologies Inc.,ADVM,cs
117,2017-11-03,True,Adams Diversified Equity Fund Inc.,ADX,cs
118,2017-11-03,True,Advaxis Inc.,ADXS,cs
119,2017-11-03,True,Advaxis Inc. Warrants,ADXSW,N/A
120,2017-11-03,True,DB Agriculture Short ETN due April 1 2038,ADZ,et
121,2017-11-03,True,Adams Resources & Energy Inc.,AE,cs
122,2017-11-03,True,AEGON N.V. Perp. Cap. Secs. Floating Rate (Netherlands),AEB,bo
123,2017-11-03,True,AEGON N.V. Perp. Cap. Securities (Netherlands),AED,bo
124,2017-11-03,True,Ameren Corporation,AEE,cs
125,2017-11-03,True,AEGON N.V.,AEG,cs
126,2017-11-03,True,Aegion Corp,AEGN,cs
127,2017-11-03,True,AEGON N.V. Perp. Cap Secs.,AEH,bo
128,2017-11-03,True,Aehr Test Systems,AEHR,cs
129,2017-11-03,True,Advanced Energy Industries Inc.,AEIS,cs
130,2017-11-03,True,Aegon NV 8.00% Non-Cumulative Subordinated Notes due 2042,AEK,N/A
131,2017-11-03,True,American Equity Investment Life Holding Company,AEL,cs
132,2017-11-03,True,Agnico Eagle Mines Limited,AEM,cs
133,2017-11-03,True,Aethlon Medical Inc.,AEMD,cs
134,2017-11-03,True,American Eagle Outfitters Inc.,AEO,cs
135,2017-11-03,True,American Electric Power Company Inc.,AEP,cs
136,2017-11-03,True,Aercap Holdings N.V.,AER,cs
137,2017-11-03,True,Aerie Pharmaceuticals Inc.,AERI,cs
138,2017-11-03,True,The AES Corporation,AES,cs
139,2017-11-03,True,Aetna Inc.,AET,cs
140,2017-11-03,True,American Electric Technologies Inc.,AETI,cs
141,2017-11-03,True,Anadarko Petroleum Corporation 7.50% Tangible Equity Units,AEUA,su
142,2017-11-03,True,ADDvantage Technologies Group Inc.,AEY,cs
143,2017-11-03,True,Aeterna Zentaris Inc.,AEZS,cs
144,2017-11-03,True,Almost Family Inc,AFAM,cs
145,2017-11-03,True,AllianceBernstein National Municipal Income Fund Inc,AFB,cs
146,2017-11-03,True,Allied Capital Corporation 6.875% Notes due April 15 2047,AFC,bo
147,2017-11-03,True,American Financial Group Inc.,AFG,cs
148,2017-11-03,True,,AFGE,N/A
149,2017-11-03,True,,AFGH,N/A
150,2017-11-03,True,Atlas Financial Holdings Inc.,AFH,cs
151,2017-11-03,True,Atlas Financial Holdings Inc. 6.625% Senior Unsecured Notes Due 2022,AFHBL,N/A
152,2017-11-03,True,Armstrong Flooring Inc.,AFI,cs
153,2017-11-03,True,VanEck Vectors-Africa Index,AFK,et
154,2017-11-03,True,AFLAC Incorporated,AFL,cs
155,2017-11-03,True,Affimed N.V.,AFMD,cs
156,2017-11-03,True,Aflac Incorporated 5.50% Subordinated Debentures due September 15 2052,AFSD,N/A
157,2017-11-03,True,AmTrust Financial Services Inc.,AFSI,cs
158,2017-11-03,True,AmTrust Financial Services Inc. Preferred Series A,AFSI-A,ps
159,2017-11-03,True,AmTrust Financial Services Inc. Depository Shares Series B,AFSI-B,ps
160,2017-11-03,True,AmTrust Financial Services Inc. Depository Shares Series C,AFSI-C,ps
161,2017-11-03,True,AmTrust Financial Services Inc. Depositary Shares Series D,AFSI-D,ps
162,2017-11-03,True,AmTrust Financial Services Inc. Depositary Shares Series E,AFSI-E,ps
163,2017-11-03,True,AmTrust Financial Services Inc. Depositary Shares Series F,AFSI-F,ps
164,2017-11-03,True,,AFSS,N/A
165,2017-11-03,True,,AFST,N/A
166,2017-11-03,True,Apollo Senior Floating Rate Fund Inc.,AFT,cs
167,2017-11-03,True,CSOP FTSE China A50,AFTY,N/A
168,2017-11-03,True,First Majestic Silver Corp. (Canada),AG,cs
169,2017-11-03,True,DB Agriculture Double Short ETN due April 1 2038,AGA,et
170,2017-11-03,True,Advent Claymore Convertible Securities and Income Fund of Beneficial Interest,AGC,cs
171,2017-11-03,True,AGCO Corporation,AGCO,cs
172,2017-11-03,True,Alpine Global Dynamic Dividend Fund Shares of Beneficial Interest,AGD,cs
173,2017-11-03,True,Agenus Inc.,AGEN,cs
174,2017-11-03,True,DB Agriculture Long ETN due April 1 2038,AGF,et
175,2017-11-03,True,AgroFresh Solutions Inc.,AGFS,cs
176,2017-11-03,True,AgroFresh Solutions Inc. Warrants,AGFSW,N/A
177,2017-11-03,True,iShares Core U.S. Aggregate Bond,AGG,et
178,2017-11-03,True,IQ Enhanced Core Bond U.S.,AGGE,N/A
179,2017-11-03,True,IQ Enhanced Core Plus Bond U.S.,AGGP,N/A
180,2017-11-03,True,WisdomTree Barclays Yield Enhanced U.S. Aggregate Bond Fund,AGGY,N/A
181,2017-11-03,True,Alamos Gold Inc. Class A,AGI,cs
182,2017-11-03,True,Argo Group International Holdings Ltd.,AGII,cs
183,2017-11-03,True,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,AGIIL,N/A
184,2017-11-03,True,Agios Pharmaceuticals Inc.,AGIO,cs
185,2017-11-03,True,Aeglea BioTherapeutics Inc.,AGLE,cs
186,2017-11-03,True,Federal Agricultural Mortgage Corporation,AGM,cs
187,2017-11-03,True,Federal Agricultural Mortgage Corporation 5.875% Non-CUmulative Preferred Stock Series A,AGM-A,ps
188,2017-11-03,True,Federal Agricultural Mortgage Corporation Non Cumulative Preferred Stock Series B,AGM-B,ps
189,2017-11-03,True,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg,AGM-C,ps
190,2017-11-03,True,Federal Agricultural Mortgage Corporation,AGM.A,cs
191,2017-11-03,True,Allergan plc,AGN,cs
192,2017-11-03,True,Allergan plc. 5.50% Mandatory Convertible Preferred Shares Series A,AGN-A,ps
193,2017-11-03,True,AGNC Investment Corp.,AGNC,cs
194,2017-11-03,True,AGNC Investment Corp. Depositary Shares representing 1/1000th Series B Preferred Stock,AGNCB,ps
195,2017-11-03,True,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferre,AGNCN,ps
196,2017-11-03,True,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,AGND,N/A
197,2017-11-03,True,Assured Guaranty Ltd.,AGO,cs
198,2017-11-03,True,Assured Guaranty Ltd.,AGO-B,N/A
199,2017-11-03,True,Assured Guaranty Ltd.,AGO-E,N/A
200,2017-11-03,True,Assured Guaranty Ltd.,AGO-F,N/A
201,2017-11-03,True,ProShares Ultra Silver,AGQ,et
202,2017-11-03,True,Avangrid Inc.,AGR,cs
203,2017-11-03,True,Adecoagro S.A.,AGRO,cs
204,2017-11-03,True,Agile Therapeutics Inc.,AGRX,cs
205,2017-11-03,True,iShares MSCI Argentina and Global Exposure,AGT,N/A
206,2017-11-03,True,Applied Genetic Technologies Corporation,AGTC,cs
207,2017-11-03,True,Agrium Inc.,AGU,cs
208,2017-11-03,True,Argan Inc.,AGX,cs
209,2017-11-03,True,Agilysys Inc.,AGYS,cs
210,2017-11-03,True,iShares Agency Bond,AGZ,et
211,2017-11-03,True,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond Fund,AGZD,N/A
212,2017-11-03,True,A.H. Belo Corporation,AHC,cs
213,2017-11-03,True,Alliance Holdings GP L.P.,AHGP,cs
214,2017-11-03,True,Armada Hoffler Properties Inc.,AHH,cs
215,2017-11-03,True,Aspen Insurance Holdings Limited,AHL,cs
216,2017-11-03,True,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,AHL-C,ps
217,2017-11-03,True,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,AHL-D,ps
218,2017-11-03,True,Ashford Hospitality Prime Inc.,AHP,cs
219,2017-11-03,True,Ashford Hospitality Prime Inc. 5.50% Series B Cumulative Convertible Preferred Stock par value $0.01 per share,AHP-B,ps
220,2017-11-03,True,Avista Healthcare Public Acquisition Corp.,AHPA,cs
221,2017-11-03,True,Avista Healthcare Public Acquisition Corp. Unit,AHPAU,su
222,2017-11-03,True,Avista Healthcare Public Acquisition Corp. Warrants,AHPAW,N/A
223,2017-11-03,True,Allied Healthcare Products Inc.,AHPI,cs
224,2017-11-03,True,Ashford Hospitality Trust Inc,AHT,cs
225,2017-11-03,True,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,AHT-D,ps
226,2017-11-03,True,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,AHT-F,ps
227,2017-11-03,True,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,AHT-G,ps
228,2017-11-03,True,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,AHT-H,ps
229,2017-11-03,True,Arlington Asset Investment Corp Class A (new),AI,cs
230,2017-11-03,True,Arlington Asset Investment Corp 7.00% Series B Cumulative Perpetual Redeemable Preferred Stock,AI-B,ps
231,2017-11-03,True,iShares Asia 50 ETF,AIA,et
232,2017-11-03,True,,AIC,N/A
233,2017-11-03,False,AI Powered Equity,AIEQ,N/A
234,2017-11-03,True,Apollo Tactical Income Fund Inc.,AIF,cs
235,2017-11-03,True,American International Group Inc.,AIG,cs
236,2017-11-03,True,American International Group Inc. Warrant expiring January 19 2021,AIG+,N/A
237,2017-11-03,True,Altra Industrial Motion Corp.,AIMC,cs
238,2017-11-03,True,Aimmune Therapeutics Inc.,AIMT,cs
239,2017-11-03,True,Albany International Corporation,AIN,cs
240,2017-11-03,True,Ashford Inc.,AINC,cs
241,2017-11-03,True,Apollo Investment Corporation,AINV,cs
242,2017-11-03,True,AAR Corp.,AIR,cs
243,2017-11-03,True,Airgain Inc.,AIRG,cs
244,2017-11-03,True,Air Industries Group,AIRI,cs
245,2017-11-03,True,First Trust RBA American Industrial Renaissance ETF,AIRR,N/A
246,2017-11-03,True,Air T Inc.,AIRT,cs
247,2017-11-03,True,Applied Industrial Technologies Inc.,AIT,cs
248,2017-11-03,True,Apartment Investment and Management Company,AIV,cs
249,2017-11-03,True,Apartment Investment and Management Company Preferred Series Class A,AIV-A,ps
250,2017-11-03,True,Arlington Asset Investment Corp 6.625% Notes due 2023,AIW,N/A
251,2017-11-03,True,Apollo Investment Corporation 6.875% Senior Notes due 2043,AIY,N/A
252,2017-11-03,True,Assurant Inc.,AIZ,cs
253,2017-11-03,True,Arthur J. Gallagher & Co.,AJG,cs
254,2017-11-03,True,Aerojet Rocketdyne Holdings Inc.,AJRD,cs
255,2017-11-03,True,Great Ajax Corp.,AJX,cs
256,2017-11-03,True,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,AJXA,N/A
257,2017-11-03,True,Akamai Technologies Inc.,AKAM,cs
258,2017-11-03,True,Achaogen Inc.,AKAO,cs
259,2017-11-03,True,Akebia Therapeutics Inc.,AKBA,cs
260,2017-11-03,True,Akcea Therapeutics Inc.,AKCA,cs
261,2017-11-03,True,Akers Biosciences Inc,AKER,cs
262,2017-11-03,True,Asanko Gold Inc.,AKG,cs
263,2017-11-03,True,Embotelladora Andina S.A.,AKO.A,cs
264,2017-11-03,True,Embotelladora Andina S.A.,AKO.B,cs
265,2017-11-03,True,Alliance California Municipal Income Fund Inc,AKP,cs
266,2017-11-03,True,Acadia Realty Trust,AKR,cs
267,2017-11-03,True,Akorn Inc.,AKRX,cs
268,2017-11-03,True,AK Steel Holding Corporation,AKS,cs
269,2017-11-03,True,Akoustis Technologies Inc.,AKTS,cs
270,2017-11-03,True,Akari Therapeutics Plc,AKTX,cs
271,2017-11-03,True,Air Lease Corporation Class A,AL,cs
272,2017-11-03,True,Albemarle Corporation,ALB,cs
273,2017-11-03,True,Albireo Pharma Inc.,ALBO,cs
274,2017-11-03,True,Alico Inc.,ALCO,cs
275,2017-11-03,True,WisdomTree Asia Local Debt Fund,ALD,et
276,2017-11-03,True,Alder BioPharmaceuticals Inc.,ALDR,cs
277,2017-11-03,True,Alon USA Partners LP representing Limited Partner Interests,ALDW,cs
278,2017-11-03,True,Aldeyra Therapeutics Inc.,ALDX,cs
279,2017-11-03,True,Allete Inc.,ALE,cs
280,2017-11-03,True,Alexander & Baldwin Inc.,ALEX,cs
281,2017-11-03,True,AlphaClone Alternative Alpha,ALFA,et
282,2017-11-03,True,ETF Series Solutions Trust,ALFI,N/A
283,2017-11-03,True,Alamo Group Inc.,ALG,cs
284,2017-11-03,True,Align Technology Inc.,ALGN,cs
285,2017-11-03,True,Allegiant Travel Company,ALGT,cs
286,2017-11-03,True,Alimera Sciences Inc.,ALIM,cs
287,2017-11-03,True,ALJ Regional Holdings Inc.,ALJJ,cs
288,2017-11-03,True,Alaska Air Group Inc.,ALK,cs
289,2017-11-03,True,Alkermes plc,ALKS,cs
290,2017-11-03,True,Allstate Corporation (The),ALL,cs
291,2017-11-03,True,Allstate Corporation (The) Dep Shs Repstg 1/1000th Perp Pfd Ser A,ALL-A,ps
292,2017-11-03,True,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,ALL-B,N/A
293,2017-11-03,True,Allstate Corporation (The) Dep Shs Repstg 1/1000th Int Shs Pfd Stk Ser C,ALL-C,ps
294,2017-11-03,True,The Allstate Corporation Leopards Each Representing A 1/1000th Interest In A Share Of Fixed Rate Noncumulative Perpetual Preferred Stock Series D,ALL-D,ps
295,2017-11-03,True,Allstate Corporation Depositary Shares Series E,ALL-E,ps
296,2017-11-03,True,Allstate Corporation (The) Leopards Dep Shares Representing 1/1000th Perp Pfd,ALL-F,ps
297,2017-11-03,True,Allegion plc,ALLE,cs
298,2017-11-03,True,Allot Communications Ltd.,ALLT,cs
299,2017-11-03,True,Ally Financial Inc.,ALLY,cs
300,2017-11-03,True,GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities Series 2,ALLY-A,ps
301,2017-11-03,True,American Lorain Corporation,ALN,cs
302,2017-11-03,True,Allena Pharmaceuticals Inc.,ALNA,cs
303,2017-11-03,True,Alnylam Pharmaceuticals Inc.,ALNY,cs
304,2017-11-03,True,Alio Gold Inc. (Canada),ALO,cs
305,2017-11-03,True,Analogic Corporation,ALOG,cs
306,2017-11-03,True,AstroNova Inc.,ALOT,cs
307,2017-11-03,True,Alabama Power Company 5.00% Class A Preferred Stock Cumulative Par Value $1 Per Share (Stated Capital $25 Per Share),ALP-Q,ps
308,2017-11-03,True,Alpine Immune Sciences Inc.,ALPN,cs
309,2017-11-03,True,Alliqua BioMedical Inc.,ALQA,cs
310,2017-11-03,True,Alarm.com Holdings Inc.,ALRM,cs
311,2017-11-03,True,Aileron Therapeutics Inc.,ALRN,cs
312,2017-11-03,True,Alaska Communications Systems Group Inc.,ALSK,cs
313,2017-11-03,True,Allison Transmission Holdings Inc.,ALSN,cs
314,2017-11-03,True,Altimmune Inc.,ALT,cs
315,2017-11-03,True,Altair Engineering Inc.,ALTR,cs
316,2017-11-03,True,ProShares Morningstar Alternatives Solution,ALTS,N/A
317,2017-11-03,True,Global X SuperDividend Alternatives ETF,ALTY,N/A
318,2017-11-03,True,Autoliv Inc.,ALV,cs
319,2017-11-03,True,Alexander's Inc.,ALX,cs
320,2017-11-03,True,Alexion Pharmaceuticals Inc.,ALXN,cs
321,2017-11-03,True,Antero Midstream Partners LP representing limited partner interests,AM,cs
322,2017-11-03,True,AMAG Pharmaceuticals Inc.,AMAG,cs
323,2017-11-03,True,Applied Materials Inc.,AMAT,cs
324,2017-11-03,True,Ambarella Inc.,AMBA,cs
325,2017-11-03,True,Ambac Financial Group Inc.,AMBC,cs
326,2017-11-03,True,Ambac Financial Group Inc. Warrants,AMBCW,N/A
327,2017-11-03,True,Amber Road Inc.,AMBR,cs
328,2017-11-03,True,AMC Entertainment Holdings Inc. Class A,AMC,cs
329,2017-11-03,True,iShares Russell 1000 Pure U.S. Revenue ETF,AMCA,N/A
330,2017-11-03,True,AirMedia Group Inc,AMCN,cs
331,2017-11-03,True,AMC Networks Inc.,AMCX,cs
332,2017-11-03,True,Advanced Micro Devices Inc.,AMD,cs
333,2017-11-03,True,Amedica Corporation,AMDA,cs
334,2017-11-03,True,AMETEK Inc.,AME,cs
335,2017-11-03,True,Amedisys Inc,AMED,cs
336,2017-11-03,True,Affiliated Managers Group Inc.,AMG,cs
337,2017-11-03,True,Amgen Inc.,AMGN,cs
338,2017-11-03,True,Antero Midstream GP LP of Beneficial Interests,AMGP,cs
339,2017-11-03,True,American Homes 4 Rent of Beneficial Interest,AMH,cs
340,2017-11-03,True,American Homes 4 Rent Participating Pfd Ser C,AMH-C,ps
341,2017-11-03,True,American Homes 4 Rent 6.5% Series D Cumulative Perpetual Preferred Shares of Beneficial Interest,AMH-D,ps
342,2017-11-03,True,American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest,AMH-E,ps
343,2017-11-03,True,American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares,AMH-F,ps
344,2017-11-03,True,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,AMH-G,ps
345,2017-11-03,True,American Midstream Partners LP representing Limited Partner Interests,AMID,cs
346,2017-11-03,True,JPMorgan Chase Capital XVI JP Morgan Alerian MLP ETN,AMJ,et
347,2017-11-03,True,Credit Suisse X-Links Monthly Pay 2xLeveraged Alerian MLP Index Exchange Traded Notes due May 16 2036,AMJL,N/A
348,2017-11-03,True,Amkor Technology Inc.,AMKR,cs
349,2017-11-03,True,Alerian MLP,AMLP,et
350,2017-11-03,True,Amplify YieldShares Oil Hedged MLP Income,AMLX,N/A
351,2017-11-03,True,Alliance MMA Inc.,AMMA,cs
352,2017-11-03,True,AMN Healthcare Services Inc,AMN,cs
353,2017-11-03,True,American National Bankshares Inc.,AMNB,cs
354,2017-11-03,True,Allied Motion Technologies Inc.,AMOT,cs
355,2017-11-03,True,America Movil S.A.B. de C.V. Class An Depositary Shares,AMOV,cs
356,2017-11-03,True,Ameriprise Financial Inc.,AMP,cs
357,2017-11-03,True,Ampio Pharmaceuticals Inc.,AMPE,cs
358,2017-11-03,True,Amphastar Pharmaceuticals Inc.,AMPH,cs
359,2017-11-03,True,American River Bankshares,AMRB,cs
360,2017-11-03,True,Ameresco Inc. Class A,AMRC,cs
361,2017-11-03,True,A-Mark Precious Metals Inc.,AMRK,cs
362,2017-11-03,True,Amarin Corporation plc,AMRN,cs
363,2017-11-03,True,Amyris Inc.,AMRS,cs
364,2017-11-03,True,American Shared Hospital Services,AMS,cs
365,2017-11-03,True,American Superconductor Corporation,AMSC,cs
366,2017-11-03,True,AMERISAFE Inc.,AMSF,cs
367,2017-11-03,True,American Software Inc. Class A Common Stock,AMSWA,cs
368,2017-11-03,True,American Tower Corporation (REIT),AMT,cs
369,2017-11-03,True,American Tower Corporation (REIT) Depositary Shares Series B,AMT-B,ps
370,2017-11-03,True,TD Ameritrade Holding Corporation,AMTD,cs
371,2017-11-03,True,Aemetis Inc,AMTX,cs
372,2017-11-03,True,ETRACS Alerian MLP Index ETN,AMU,N/A
373,2017-11-03,True,ETRACS Alerian MLP Index ETN Series B due July 18 2042,AMUB,N/A
374,2017-11-03,True,American Woodmark Corporation,AMWD,cs
375,2017-11-03,True,America Movil S.A.B. de C.V.n Depository Receipt Series L,AMX,cs
376,2017-11-03,True,InfraCap MLP,AMZA,N/A
377,2017-11-03,True,Amazon.com Inc.,AMZN,cs
378,2017-11-03,True,AutoNation Inc.,AN,cs
379,2017-11-03,True,AnaptysBio Inc.,ANAB,cs
380,2017-11-03,True,American National Insurance Company,ANAT,cs
381,2017-11-03,True,Anchor Bancorp,ANCB,cs
382,2017-11-03,True,Access National Corporation,ANCX,cs
383,2017-11-03,True,Andina Acquisition Corp. II,ANDA,cs
384,2017-11-03,True,Andina Acquisition Corp. II Right,ANDAR,N/A
385,2017-11-03,True,Andina Acquisition Corp. II Unit,ANDAU,su
386,2017-11-03,True,,ANDAW,N/A
387,2017-11-03,True,The Andersons Inc.,ANDE,cs
388,2017-11-03,True,Andeavor,ANDV,cs
389,2017-11-03,True,Andeavor Logistics LP representing Limited Partner Interests,ANDX,cs
