,date,isEnabled,name,symbol,type
3966,2017-11-03,True,INC Research Holdings Inc.,INCR,cs
3967,2017-11-03,True,Incyte Corporation,INCY,cs
3968,2017-11-03,True,Ishares MSCI India,INDA,N/A
3969,2017-11-03,True,Independent Bank Corp.,INDB,cs
3970,2017-11-03,True,iShares Edge MSCI Multifactor Industrials,INDF,N/A
3971,2017-11-03,True,Direxion Daily MSCI India Bull 3x Shares,INDL,N/A
3972,2017-11-03,True,Industrea Acquisition Corp.,INDU,cs
3973,2017-11-03,True,Industrea Acquisition Corp. Unit,INDUU,su
3974,2017-11-03,True,Industrea Acquisition Corp. Warrant,INDUW,N/A
3975,2017-11-03,True,iShares S&P India Nifty 50 Index Fund,INDY,et
3976,2017-11-03,True,Brookfield Global Listed Infrastructure Income Fund Closed End Fund,INF,cs
3977,2017-11-03,True,Infinity Pharmaceuticals Inc.,INFI,cs
3978,2017-11-03,True,Infinera Corporation,INFN,cs
3979,2017-11-03,True,IHS Markit Ltd.,INFO,cs
3980,2017-11-03,True,Legg Mason Global Infrastructure ETF,INFR,N/A
3981,2017-11-03,True,InfuSystems Holdings Inc.,INFU,cs
3982,2017-11-03,True,Infosys Limited American Depositary Shares,INFY,cs
3983,2017-11-03,True,ING Group N.V.,ING,cs
3984,2017-11-03,True,Inogen Inc,INGN,cs
3985,2017-11-03,True,Ingredion Incorporated,INGR,cs
3986,2017-11-03,True,SPDR SSgA Income Allocation,INKM,et
3987,2017-11-03,True,Summit Hotel Properties Inc.,INN,cs
3988,2017-11-03,True,Summit Hotel Properties Inc. Pfd Ser B,INN-B,ps
3989,2017-11-03,True,Summit Hotel Properties Inc. 7.125% Series C Cumulative Redeemable Preferred Stock,INN-C,ps
3990,2017-11-03,True,Summit Hotel Properties Inc. 6.45% Series D Cumulative Redeemable Preferred Stock,INN-D,ps
3991,2017-11-03,True,Inovio Pharmaceuticals Inc.,INO,cs
3992,2017-11-03,True,Innodata Inc.,INOD,cs
3993,2017-11-03,True,Inovalon Holdings Inc.,INOV,cs
3994,2017-11-03,True,Barclays Bank Plc iPath ETNs linked to the MSCI India Total Return Index,INP,et
3995,2017-11-03,True,Inpixon,INPX,cs
3996,2017-11-03,True,Market Vectors Indian Rupee/USD ETN,INR,et
3997,2017-11-03,True,Intelligent Systems Corporation,INS,cs
3998,2017-11-03,True,Inspired Entertainment Inc.,INSE,cs
3999,2017-11-03,True,Inseego Corp.,INSG,cs
4000,2017-11-03,True,Insight Select Income Fund,INSI,cs
4001,2017-11-03,True,Insmed Inc.,INSM,cs
4002,2017-11-03,True,Instructure Inc.,INST,cs
4003,2017-11-03,True,International Seaways Inc.,INSW,cs
4004,2017-11-03,True,Insys Therapeutics Inc.,INSY,cs
4005,2017-11-03,True,World Fuel Services Corporation,INT,cs
4006,2017-11-03,True,Intel Corporation,INTC,cs
4007,2017-11-03,True,iShares Edge MSCI Multifactor Intl,INTF,N/A
4008,2017-11-03,True,The Intergroup Corporation,INTG,cs
4009,2017-11-03,True,INTL FCStone Inc.,INTL,cs
4010,2017-11-03,True,inTest Corporation,INTT,cs
4011,2017-11-03,True,Intuit Inc.,INTU,cs
4012,2017-11-03,True,Intersections Inc.,INTX,cs
4013,2017-11-03,True,Inuvo Inc.,INUV,cs
4014,2017-11-03,True,Innoviva Inc.,INVA,cs
4015,2017-11-03,True,Identiv Inc.,INVE,cs
4016,2017-11-03,True,Invitation Homes Inc.,INVH,cs
4017,2017-11-03,True,InnerWorkings Inc.,INWK,cs
4018,2017-11-03,True,InterXion Holding N.V. (0.01 nominal value),INXN,cs
4019,2017-11-03,True,Columbia India Infrastructure,INXX,et
4020,2017-11-03,True,Ion Geophysical Corporation,IO,cs
4021,2017-11-03,True,IQ Global Oil Small Cap,IOIL,et
4022,2017-11-03,True,Ionis Pharmaceuticals Inc.,IONS,cs
4023,2017-11-03,True,iShares Global 100,IOO,et
4024,2017-11-03,True,Income Opportunity Realty Investors Inc.,IOR,cs
4025,2017-11-03,True,Innospec Inc.,IOSP,cs
4026,2017-11-03,True,Adesto Technologies Corporation,IOTS,cs
4027,2017-11-03,True,Iovance Biotherapeutics Inc.,IOVA,cs
4028,2017-11-03,True,International Paper Company,IP,cs
4029,2017-11-03,True,iShares Core MSCI Pacific,IPAC,N/A
4030,2017-11-03,True,Inter Parfums Inc.,IPAR,cs
4031,2017-11-03,True,iPass Inc.,IPAS,cs
4032,2017-11-03,True,ETFMG Prime Mobile Payments,IPAY,N/A
4033,2017-11-03,True,Merrill Lynch & Co. Inc. 6.0518% Index Plus Trust Certificates Series 2003-1,IPB,N/A
4034,2017-11-03,True,Infinity Property and Casualty Corporation,IPCC,cs
4035,2017-11-03,True,Intellipharmaceutics International Inc.,IPCI,cs
4036,2017-11-03,True,Professional Diversity Network Inc.,IPDN,cs
4037,2017-11-03,True,SPDR Bloomberg Barclays TIPS,IPE,et
4038,2017-11-03,True,iShares International Preferred Stock,IPFF,et
4039,2017-11-03,True,Interpublic Group of Companies Inc. (The),IPG,cs
4040,2017-11-03,True,IPG Photonics Corporation,IPGP,cs
4041,2017-11-03,True,Inphi Corporation $0.001 par value,IPHI,cs
4042,2017-11-03,True,Innophos Holdings Inc.,IPHS,cs
4043,2017-11-03,True,Intrepid Potash Inc,IPI,cs
4044,2017-11-03,True,PowerShares International BuyBack Achievers Portfolio,IPKW,N/A
4045,2017-11-03,True,Interstate Power & Light Company Perp Prd Ser D,IPL-D,ps
4046,2017-11-03,True,Renaissance IPO,IPO,N/A
4047,2017-11-03,True,Social Capital Hedosophia Holdings Corp. Class A par value $0.0001,IPOA,cs
4048,2017-11-03,True,,IPOA+,N/A
4049,2017-11-03,True,Social Capital Hedosophia Holdings Corp. Units each consisting of one Class A Ordinary Share and one-third of one warrant,IPOA=,su
4050,2017-11-03,True,Renaissance Capital Greenwich Fund,IPOS,N/A
4051,2017-11-03,True,Ideal Power Inc.,IPWR,cs
4052,2017-11-03,True,Impax Laboratories Inc.,IPXL,cs
4053,2017-11-03,True,FlexShares International Quality Dividend Defensive Index Fund,IQDE,N/A
4054,2017-11-03,True,FlexShares International Quality Dividend Index Fund,IQDF,N/A
4055,2017-11-03,True,WisdomTree International Quality Dividend Growth Fund,IQDG,N/A
4056,2017-11-03,True,FlexShares International Quality Dividend Dynamic Index Fund,IQDY,N/A
4057,2017-11-03,True,Invesco Quality Municipal Income Trust,IQI,cs
4058,2017-11-03,True,iShares Edge MSCI Intl Quality Factor,IQLT,N/A
4059,2017-11-03,True,Ingersoll-Rand plc (Ireland),IR,cs
4060,2017-11-03,True,iRobot Corporation,IRBT,cs
4061,2017-11-03,True,IRSA Propiedades Comerciales S.A.,IRCP,cs
4062,2017-11-03,True,Iridium Communications Inc,IRDM,cs
4063,2017-11-03,True,Iridium Communications Inc 6.75% Series B Cumulative Perpetual Convertible Preferred Stock,IRDMB,ps
4064,2017-11-03,True,Investors Real Estate Trust Shares of Beneficial Interest,IRET,cs
4065,2017-11-03,True,Investors Real Estate Trust 6.625% Series C Cumulative Redeemable Preferred Shares (Liquidation Preference $25.00 Per Share),IRET-C,ps
4066,2017-11-03,True,IRIDEX Corporation,IRIX,cs
4067,2017-11-03,True,New Ireland Fund Inc (The),IRL,cs
4068,2017-11-03,True,NEW IRELAND FUND INC - RTS,IRL^#,N/A
4069,2017-11-03,True,Iron Mountain Incorporated (Delaware)Common Stock REIT,IRM,cs
4070,2017-11-03,True,iRadimed Corporation,IRMD,cs
4071,2017-11-03,True,IF Bancorp Inc.,IROQ,cs
4072,2017-11-03,True,Voya Natural Resources Equity Income Fund of Beneficial Interest,IRR,cs
4073,2017-11-03,True,IRSA Inversiones Y Representaciones S.A.,IRS,cs
4074,2017-11-03,True,Independence Realty Trust Inc.,IRT,cs
4075,2017-11-03,True,iRhythm Technologies Inc.,IRTC,cs
4076,2017-11-03,True,Ironwood Pharmaceuticals Inc.,IRWD,cs
4077,2017-11-03,True,Investors Bancorp Inc.,ISBC,cs
4078,2017-11-03,True,International Speedway Corporation,ISCA,cs
4079,2017-11-03,True,iShares Edge MSCI Intl Size Factor,ISCF,N/A
4080,2017-11-03,True,Prudential Short Duration High Yield Fund Inc.,ISD,cs
4081,2017-11-03,True,Issuer Direct Corporation,ISDR,cs
4082,2017-11-03,True,ING Group N.V. Perp Hybrid Cap Secs (Netherlands),ISF,ps
4083,2017-11-03,True,ING Group N.V. Perpetual Dent Secs 6.125%,ISG,ps
4084,2017-11-03,True,iShares 1-3 Year International Treasury Bond ETF,ISHG,et
4085,2017-11-03,True,Insignia Systems Inc.,ISIG,cs
4086,2017-11-03,True,Aberdeen Israel Fund Inc. (The),ISL,cs
4087,2017-11-03,True,Navient Corporation,ISM,bo
4088,2017-11-03,True,Inspire Small/Mid Cap Impact,ISMD,N/A
4089,2017-11-03,True,Image Sensing Systems Inc.,ISNS,cs
4090,2017-11-03,True,IsoRay Inc.,ISR,cs
4091,2017-11-03,True,VanEck Vectors Israel,ISRA,N/A
4092,2017-11-03,True,Intuitive Surgical Inc.,ISRG,cs
4093,2017-11-03,True,Isramco Inc.,ISRL,cs
4094,2017-11-03,True,Innovative Solutions and Support Inc.,ISSC,cs
4095,2017-11-03,True,iShares Core 1-5 Year USD Bond ETF,ISTB,et
4096,2017-11-03,True,Investar Holding Corporation,ISTR,cs
4097,2017-11-03,True,iShares Edge MSCI Intl Size Factor,ISZE,N/A
4098,2017-11-03,True,Gartner Inc.,IT,cs
4099,2017-11-03,True,iShares U.S. Aerospace & Defense,ITA,et
4100,2017-11-03,True,iShares U.S. Home Construction,ITB,et
4101,2017-11-03,True,Itau CorpBanca American Depositary Shares (each representing 1500 shares of no par value),ITCB,cs
4102,2017-11-03,True,Intra-Cellular Therapies Inc.,ITCI,cs
4103,2017-11-03,True,SPDR Bloomberg Barclays Intermediate Term Treasury,ITE,et
4104,2017-11-03,True,Inotek Pharmaceuticals Corporation,ITEK,cs
4105,2017-11-03,True,ETF Managers Trust BlueStar TA-BIGITech Israel Technology,ITEQ,N/A
4106,2017-11-03,True,Investment Technology Group Inc.,ITG,cs
4107,2017-11-03,True,Integer Holdings Corporation,ITGR,cs
4108,2017-11-03,True,Iteris Inc.,ITI,cs
4109,2017-11-03,True,Investors Title Company,ITIC,cs
4110,2017-11-03,True,VanEck Vectors AMT-Free Intermediate Municipal Index,ITM,et
4111,2017-11-03,True,iShares Core S&P Total U.S. Stock Market,ITOT,et
4112,2017-11-03,True,Itron Inc.,ITRI,cs
4113,2017-11-03,True,Ituran Location and Control Ltd.,ITRN,cs
4114,2017-11-03,True,ITT Inc.,ITT,cs
4115,2017-11-03,True,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),ITUB,cs
4116,2017-11-03,True,ITUS Corporation,ITUS,cs
4117,2017-11-03,True,Illinois Tool Works Inc.,ITW,cs
4118,2017-11-03,True,iShares Core Total USD Bond Market ETF,IUSB,N/A
4119,2017-11-03,True,iShares Core S&P U.S. Growth ETF,IUSG,et
4120,2017-11-03,True,iShares Core S&P U.S. Value ETF,IUSV,et
4121,2017-11-03,True,Intevac Inc.,IVAC,cs
4122,2017-11-03,True,ValueShares International Quantitative Value,IVAL,N/A
4123,2017-11-03,True,Invacare Corporation,IVC,cs
4124,2017-11-03,True,iShares S&P 500 Value,IVE,et
4125,2017-11-03,False,Ivy NextShares,IVENC,N/A
4126,2017-11-03,False,Ivy NextShares,IVFGC,N/A
4127,2017-11-03,False,Ivy NextShares,IVFVC,N/A
4128,2017-11-03,True,Ivy High Income Opportunities Fund of Beneficial Interest,IVH,cs
4129,2017-11-03,True,iShares Edge MSCI Intl Value Factor,IVLU,N/A
4130,2017-11-03,True,Vanguard S&P Mid-Cap 400 Growth,IVOG,et
4131,2017-11-03,True,Vanguard S&P Mid-Cap 400,IVOO,et
4132,2017-11-03,True,iPath Inverse S&P 500 VIX Short Term Futures,IVOP,N/A
4133,2017-11-03,True,Vanguard S&P Mid-Cap 400 Value,IVOV,et
4134,2017-11-03,True,INVESCO MORTGAGE CAPITAL INC,IVR,cs
4135,2017-11-03,True,Invesco Mortgage Capital Inc. Pfd Ser A,IVR-A,ps
4136,2017-11-03,True,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,IVR-B,ps
4137,2017-11-03,True,INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock Liquation Preference $25.00 per Share,IVR-C,ps
4138,2017-11-03,True,Invuity Inc.,IVTY,cs
4139,2017-11-03,True,iShares Core S&P 500,IVV,et
4140,2017-11-03,True,iShares S&P 500 Growth,IVW,et
4141,2017-11-03,True,Invesco Ltd,IVZ,cs
4142,2017-11-03,True,iShares Russell 1000,IWB,et
4143,2017-11-03,True,iShares Microcap,IWC,et
4144,2017-11-03,True,iShares Russell 1000 Value,IWD,et
4145,2017-11-03,True,iShares Russell 1000 Growth,IWF,et
4146,2017-11-03,True,iShares Russell Top 200,IWL,et
4147,2017-11-03,True,iShares Russell 2000,IWM,et
4148,2017-11-03,True,iShares Russell 2000 Value,IWN,et
4149,2017-11-03,True,iShares Russell 2000 Growth,IWO,et
4150,2017-11-03,True,iShares Russell Midcap Growth,IWP,et
4151,2017-11-03,True,iShares Russell Mid-Cap,IWR,et
4152,2017-11-03,True,iShares Russell Mid-cap Value,IWS,et
4153,2017-11-03,True,iShares Russell 3000,IWV,et
4154,2017-11-03,True,iShares Russell Top 200 Value,IWX,et
4155,2017-11-03,True,iShares Russell Top 200 Growth,IWY,et
4156,2017-11-03,True,Orix Corp Ads,IX,cs
4157,2017-11-03,True,iShares Global Energy,IXC,et
4158,2017-11-03,True,iShares Global Financial,IXG,et
4159,2017-11-03,True,iShares Global Healthcare,IXJ,et
4160,2017-11-03,True,iShares Global Tech,IXN,et
4161,2017-11-03,True,iShares Global Telecom,IXP,et
4162,2017-11-03,True,iShares Core MSCI Total International Stock ETF,IXUS,et
4163,2017-11-03,True,IXYS Corporation,IXYS,cs
4164,2017-11-03,True,iShares U.S. Consumer Services,IYC,et
4165,2017-11-03,True,iShares U.S. Energy,IYE,et
4166,2017-11-03,True,iShares U.S. Financial,IYF,et
4167,2017-11-03,True,iShares U.S. Financial Services,IYG,et
4168,2017-11-03,True,iShares U.S. Healthcare,IYH,et
4169,2017-11-03,True,iShares U.S. Industrials,IYJ,et
4170,2017-11-03,True,iShares U.S. Consumer Goods,IYK,et
4171,2017-11-03,True,iShares Morningstar Multi-Asset Income,IYLD,N/A
4172,2017-11-03,True,iShares U.S. Basic Materials,IYM,et
4173,2017-11-03,True,iShares U.S. Real Estate,IYR,et
4174,2017-11-03,True,iShares Transportation Average,IYT,et
4175,2017-11-03,True,iShares U.S. Technology,IYW,et
4176,2017-11-03,True,iShares Dow Jones U.S.,IYY,et
4177,2017-11-03,True,iShares U.S. Telecommunications,IYZ,et
4178,2017-11-03,True,IZEA Inc.,IZEA,cs
4179,2017-11-03,True,Jack In The Box Inc.,JACK,cs
4180,2017-11-03,True,Jagged Peak Energy Inc.,JAG,cs
4181,2017-11-03,True,Jaguar Health Inc.,JAGX,cs
4182,2017-11-03,True,JAKKS Pacific Inc.,JAKK,cs
4183,2017-11-03,True,Jason Industries Inc.,JASN,cs
4184,2017-11-03,True,,JASNW,N/A
4185,2017-11-03,True,JA Solar Holdings Co. Ltd.,JASO,cs
4186,2017-11-03,True,J. Alexander's Holdings Inc.,JAX,cs
4187,2017-11-03,True,Jazz Pharmaceuticals plc,JAZZ,cs
4188,2017-11-03,True,JBG SMITH Properties,JBGS,cs
4189,2017-11-03,True,J.B. Hunt Transport Services Inc.,JBHT,cs
4190,2017-11-03,True,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,JBK,N/A
4191,2017-11-03,True,Jabil Inc.,JBL,cs
4192,2017-11-03,True,JetBlue Airways Corporation,JBLU,cs
4193,2017-11-03,True,Select Asset Inc. on behalf of Corporate Backed Callable Trust Certificates J.C. Penney Debenture Backed Series 2007-1 Trust,JBN,N/A
4194,2017-11-03,True,Select Asset Inc. Corporate Backed Callable Trust Certificates J.C. Penney Debenture-Backed Series 2006-1 Class A-1,JBR,N/A
4195,2017-11-03,True,John B. Sanfilippo & Son Inc.,JBSS,cs
4196,2017-11-03,True,John Bean Technologies Corporation,JBT,cs
4197,2017-11-03,True,Jernigan Capital Inc.,JCAP,cs
4198,2017-11-03,True,Nuveen Core Equity Alpha Fund of Beneficial Interest,JCE,cs
4199,2017-11-03,True,Johnson Controls International plc,JCI,cs
4200,2017-11-03,True,Nuveen Credit Opportunities 2022 Target Term Fund of Beneficial Interest,JCO,cs
4201,2017-11-03,True,j2 Global Inc.,JCOM,cs
4202,2017-11-03,True,J.C. Penney Company Inc. Holding Company,JCP,cs
4203,2017-11-03,True,Communications Systems Inc.,JCS,cs
4204,2017-11-03,True,Jewett-Cameron Trading Company,JCTCF,cs
4205,2017-11-03,True,JD.com Inc.,JD,cs
4206,2017-11-03,True,Nuveen Diversified Dividend and Income Fund Shares of Beneficial Interest,JDD,cs
4207,2017-11-03,True,Direxion Daily Junior Gold Miners Index Bear 3X Shares,JDST,N/A
4208,2017-11-03,True,Just Energy Group Inc. (Canada),JE,cs
4209,2017-11-03,True,Just Energy Group Inc. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares,JE-A,ps
4210,2017-11-03,True,Jacobs Engineering Group Inc.,JEC,cs
4211,2017-11-03,True,JELD-WEN Holding Inc.,JELD,cs
4212,2017-11-03,True,iPath GEMS Index ETN,JEM,et
4213,2017-11-03,True,Nuveen Emerging Markets Debt 2022 Target Term Fund of Beneficial Interest $0.01 par value per share,JEMD,cs
4214,2017-11-03,True,Aberdeen Japan Equity Fund Inc.,JEQ,cs
4215,2017-11-03,True,U.S. Global Jets,JETS,N/A
4216,2017-11-03,True,Nuveen Floating Rate Income Fund,JFR,cs
4217,2017-11-03,True,Nuveen Global High Income Fund of Beneficial Interest,JGH,cs
4218,2017-11-03,True,Nuveen High Income December 2018 Target Term Fund,JHA,cs
4219,2017-11-03,True,Nuveen High Income November 2021 Target Term Fund,JHB,cs
4220,2017-11-03,True,Nuveen High Income December 2019 Target Term Fund of Beneficial Interest,JHD,cs
4221,2017-11-03,True,WisdomTree Japan Hedged Quality Dividend Growth Fund,JHDG,N/A
4222,2017-11-03,True,Janus Henderson Group plc,JHG,cs
4223,2017-11-03,True,John Hancock Investors Trust,JHI,cs
4224,2017-11-03,True,John Hancock Multifactor Materials,JHMA,N/A
4225,2017-11-03,True,John Hancock Multifactor Consumer Discretionary,JHMC,N/A
4226,2017-11-03,True,John Hancock Exchange-Traded Fund Trust Multifactor Developed International,JHMD,N/A
4227,2017-11-03,True,John Hancock Multifactor Energy,JHME,N/A
4228,2017-11-03,True,John Hancock Multifactor Financials,JHMF,N/A
4229,2017-11-03,True,John Hancock Multifactor Healthcare,JHMH,N/A
4230,2017-11-03,True,John Hancock Multifactor Industrials,JHMI,N/A
4231,2017-11-03,True,John Hancock Multifactor Large Cap,JHML,N/A
4232,2017-11-03,True,John Hancock Multifactor Mid Cap,JHMM,N/A
4233,2017-11-03,True,John Hancock Multifactor Consumer Staples,JHMS,N/A
4234,2017-11-03,True,John Hancock Multifactor Technology,JHMT,N/A
4235,2017-11-03,True,John Hancock Multifactor Utilities,JHMU,N/A
4236,2017-11-03,True,John Hancock Income Securities Trust,JHS,cs
4237,2017-11-03,True,James Hardie Industries plc American Depositary Shares (Ireland),JHX,cs
4238,2017-11-03,True,Nuveen High Income 2020 Target Term Fund of Beneficial Interest,JHY,cs
4239,2017-11-03,True,J. Jill Inc.,JILL,cs
4240,2017-11-03,True,iPath Bloomberg Agriculture Total Return Sub-Index ETN,JJA,et
4241,2017-11-03,True,iPath Bloomberg Copper Subindex Total Return Sub-Index ETN,JJC,et
4242,2017-11-03,True,iPath Bloomberg Energy Total Return Sub-Index ETN,JJE,et
4243,2017-11-03,True,iPath Bloomberg Grains Total Return Sub-Index ETN,JJG,et
4244,2017-11-03,True,iPath Bloomberg Industrial Metals Total Return Sub-Index ETN,JJM,et
4245,2017-11-03,True,iPath Bloomberg Nickel Subindex Total Return ETN,JJN,et
4246,2017-11-03,True,iPath Bloomberg Precious Metals Subindex Total Return SM Index ETN,JJP,et
4247,2017-11-03,True,iPath Bloomberg Softs Subindex Total Return SM Index ETN,JJS,et
4248,2017-11-03,True,J & J Snack Foods Corp.,JJSF,cs
4249,2017-11-03,True,iPath Bloomberg Tin Subindex Total Return SM ETN,JJT,et
4250,2017-11-03,True,iPath Bloomberg Aluminum Subindex Total Return SM IndexETN,JJU,et
4251,2017-11-03,True,iShares Morningstar Large-Cap,JKD,et
4252,2017-11-03,True,iShares Morningstar Large-Cap Growth,JKE,et
4253,2017-11-03,True,iShares Morningstar Large-Cap Value,JKF,et
4254,2017-11-03,True,iShares Morningstar Mid-Cap,JKG,et
4255,2017-11-03,True,iShares Morningstar Mid-Cap Growth,JKH,et
4256,2017-11-03,True,Jack Henry & Associates Inc.,JKHY,cs
4257,2017-11-03,True,iShares Morningstar Mid-Cap ETF,JKI,et
4258,2017-11-03,True,iShares Morningstar Small-Cap,JKJ,et
4259,2017-11-03,True,iShares Morningstar Small-Cap Growth,JKK,et
4260,2017-11-03,True,iShares Morningstar Small-Cap Value ETFnd,JKL,et
4261,2017-11-03,True,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4),JKS,cs
4262,2017-11-03,True,Jones Lang LaSalle Incorporated,JLL,cs
4263,2017-11-03,True,Nuveen Mortgage Opportunity Term Fund,JLS,cs
4264,2017-11-03,True,Jamba Inc.,JMBA,cs
4265,2017-11-03,True,Jumei International Holding Limited American Depositary Shares each representing one Class A,JMEI,cs
4266,2017-11-03,True,Nuveen Energy MLP Total Return Fund of Beneficial Interest,JMF,cs
4267,2017-11-03,True,Nuveen All Cap Energy MLP Opportunities Fund of Beneficial Interest,JMLP,cs
4268,2017-11-03,True,Nuveen Multi-Market Income Fund (MA),JMM,cs
4269,2017-11-03,True,JMP Group LLC,JMP,cs
4270,2017-11-03,True,JMP Group Inc 8.00% Senior Notes due 2023,JMPB,N/A
4271,2017-11-03,True,JMP Group Inc 7.25% Senior Notes due 2021,JMPC,N/A
4272,2017-11-03,True,Nuveen Mortgage Opportunity Term Fund 2 of Beneficial Interest,JMT,cs
4273,2017-11-03,True,JMU Limited,JMU,cs
4274,2017-11-03,True,Jounce Therapeutics Inc.,JNCE,cs
4275,2017-11-03,True,Johnson & Johnson,JNJ,cs
4276,2017-11-03,True,SPDR Bloomberg Barclays High Yield Bond,JNK,et
4277,2017-11-03,True,Juniper Pharmaceuticals Inc.,JNP,cs
4278,2017-11-03,True,Juniper Networks Inc.,JNPR,cs
4279,2017-11-03,True,Direxion Daily Junior Gold Miners Index Bull 3X Shares,JNUG,N/A
4280,2017-11-03,True,iPath Bloomberg Coffee Subindex Total Return SM Index ETN,JO,et
4281,2017-11-03,True,GEE Group Inc.,JOB,cs
4282,2017-11-03,True,51job Inc.,JOBS,cs
4283,2017-11-03,True,St. Joe Company (The),JOE,cs
4284,2017-11-03,True,Japan Smaller Capitalization Fund Inc,JOF,cs
4285,2017-11-03,True,Jones Energy Inc. Class A,JONE,cs
4286,2017-11-03,True,Johnson Outdoors Inc.,JOUT,cs
4287,2017-11-03,True,Jupai Holdings Limited American Depositary Shares each representing six,JP,cs
4288,2017-11-03,True,Nuveen Preferred & Income Opportunities Fund,JPC,cs
4289,2017-11-03,True,JPMorgan Diversified Return Europe Currency Hedged,JPEH,N/A
4290,2017-11-03,True,JPMorgan Diversified Return Emerging Markets Equity,JPEM,N/A
4291,2017-11-03,True,JPMorgan Diversified Return Europe Equity,JPEU,N/A
4292,2017-11-03,True,JPMorgan Global Bond Opportunities,JPGB,N/A
4293,2017-11-03,True,JPMorgan Diversified Return Global Equity,JPGE,N/A
4294,2017-11-03,True,J P Morgan Chase & Co,JPHF,N/A
4295,2017-11-03,True,JPMorgan Disciplined HY,JPHY,N/A
4296,2017-11-03,True,Nuveen Preferred and Income Term Fund of Beneficial Interest,JPI,cs
4297,2017-11-03,True,JPMorgan Diversified Return International Currency Hedged,JPIH,N/A
4298,2017-11-03,True,JPMorgan Diversified Return International Equity,JPIN,N/A
4299,2017-11-03,True,JP Morgan Chase & Co.,JPM,cs
4300,2017-11-03,True,J P Morgan Chase & Co Warrant expiring October 28 2018,JPM+,N/A
4301,2017-11-03,True,J P Morgan Chase & Co Depositary Shs Repstg 1/400 Pfd Ser P,JPM-A,ps
4302,2017-11-03,True,JP Morgan Chase & Co Depositary Shares Series T,JPM-B,ps
4303,2017-11-03,True,JPMorgan Chase Bank N A London Branch Depositary Shs Repstg 1/400th Pfd Ser O,JPM-D*,ps
4304,2017-11-03,True,J P Morgan Chase & Co Depository Shares Representing 1/400th Int Perp Pfd Ser W,JPM-E,ps
4305,2017-11-03,True,J P Morgan Chase & Co Depositary Shares Series Y,JPM-F,ps
4306,2017-11-03,True,J P Morgan Chase & Co Depositary Shares Series A,JPM-G,ps
4307,2017-11-03,True,J P Morgan Chase & Co Depositary Shares Series B,JPM-H,ps
4308,2017-11-03,True,JPMorgan Diversified Return U.S. Mid Cap Equity,JPME,N/A
4309,2017-11-03,True,iShares Edge MSCI Min Vol Japan,JPMV,N/A
4310,2017-11-03,True,Xtrackers Japan JPX-Nikkei 400 Equity,JPN,N/A
4311,2017-11-03,True,Direxion Daily Japan Bull 3X,JPNL,N/A
4312,2017-11-03,True,Nuveen Preferred & Income Securities Fund,JPS,cs
4313,2017-11-03,True,JPMorgan Diversified Return U.S. Small Cap Equity,JPSE,N/A
4314,2017-11-03,True,JPMorgan Ultra-Short Income,JPST,N/A
4315,2017-11-03,True,Nuveen Preferred and Income 2022 Term Fund of Beneficial Interest,JPT,cs
4316,2017-11-03,True,JPMorgan Diversified Return U.S. Equity,JPUS,N/A
4317,2017-11-03,True,iShares JPX-Nikkei 400,JPXN,et
4318,2017-11-03,True,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,JQC,cs
4319,2017-11-03,True,Nuveen Real Asset Income and Growth Fund of Beneficial Interest,JRI,cs
4320,2017-11-03,True,China Finance Online Co. Limited,JRJC,cs
4321,2017-11-03,True,JRjr33 Inc.,JRJR,cs
4322,2017-11-03,True,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,JRO,cs
4323,2017-11-03,True,Nuveen Real Estate Income Fund of Beneficial Interest,JRS,cs
4324,2017-11-03,True,James River Group Holdings Ltd.,JRVR,cs
4325,2017-11-03,True,Nuveen Short Duration Credit Opportunities Fund of Beneficial Interest,JSD,cs
4326,2017-11-03,True,Navient Corporation,JSM,bo
4327,2017-11-03,True,Janus Henderson Small/Mid Cap Growth Alpha ETF,JSMD,N/A
4328,2017-11-03,True,Janus Henderson Small Cap Growth Alpha ETF,JSML,N/A
4329,2017-11-03,True,Jensyn Acquistion Corp.,JSYN,cs
4330,2017-11-03,True,Jensyn Acquistion Corp. Rights,JSYNR,N/A
4331,2017-11-03,True,Jensyn Acquistion Corp. Unit,JSYNU,su
4332,2017-11-03,True,,JSYNW,N/A
4333,2017-11-03,True,Nuveen Tax-Advantaged Total Return Strategy Fund of Beneficial Interest,JTA,cs
4334,2017-11-03,True,Nuveen Tax-Advantaged Dividend Growth Fund of Beneficial Interest,JTD,cs
4335,2017-11-03,True,JetPay Corporation,JTPY,cs
4336,2017-11-03,True,Juno Therapeutics Inc.,JUNO,cs
4337,2017-11-03,True,Coffee Holding Co. Inc.,JVA,cs
4338,2017-11-03,True,John Wiley & Sons Inc.,JW.A,cs
4339,2017-11-03,True,John Wiley & Sons Inc.,JW.B,cs
4340,2017-11-03,True,Nordstrom Inc.,JWN,cs
