,EBITDA,EPSSurpriseDollar,EPSSurprisePercent,beta,cash,cashChange1,cashChange2,cashChange3,cashChange4,cashFlow1,cashFlow2,cashFlow3,cashFlow4,companyName,consensusEPS,costOfRevenue1,costOfRevenue2,costOfRevenue3,costOfRevenue4,currentAssets1,currentAssets2,currentAssets3,currentAssets4,currentCash1,currentCash2,currentCash3,currentCash4,currentDebt1,currentDebt2,currentDebt3,currentDebt4,day200MovingAvg,day50MovingAvg,day5ChangePercent,debt,dividendRate,dividendYield,exDividendDate,float,grossProfit,grossProfit1,grossProfit2,grossProfit3,grossProfit4,insiderPercent,institutionPercent,latestEPS,latestEPSDate,marketcap,month1ChangePercent,month3ChangePercent,month6ChangePercent,name,netIncome1,netIncome2,netIncome3,netIncome4,numberOfEstimates,operatingExpense1,operatingExpense2,operatingExpense3,operatingExpense4,operatingGainsLosses1,operatingGainsLosses2,operatingGainsLosses3,operatingGainsLosses4,operatingIncome1,operatingIncome2,operatingIncome3,operatingIncome4,operatingRevenue1,operatingRevenue2,operatingRevenue3,operatingRevenue4,peRatioHigh,peRatioLow,priceToBook,priceToSales,profitMargin,reportDate1,reportDate2,reportDate3,reportDate4,researchAndDevelopment1,researchAndDevelopment2,researchAndDevelopment3,researchAndDevelopment4,returnOnAssets,returnOnCapital,returnOnEquity,revenue,revenuePerEmployee,revenuePerShare,shareholderEquity1,shareholderEquity2,shareholderEquity3,shareholderEquity4,sharesOutstanding,shortDate,shortInterest,shortRatio,symbol,ticker,totalAssets1,totalAssets2,totalAssets3,totalAssets4,totalCash1,totalCash2,totalCash3,totalCash4,totalDebt1,totalDebt2,totalDebt3,totalDebt4,totalLiabilities1,totalLiabilities2,totalLiabilities3,totalLiabilities4,totalRevenue1,totalRevenue2,totalRevenue3,totalRevenue4,ttmEPS,week52change,week52high,week52low,year1ChangePercent,year2ChangePercent,year5ChangePercent,ytdChangePercent
29,34499000.0,,26.6667,1.052554,171815000.0,656000.0,11973000.0,-93000.0,-1747000.0,3036000.0,18993000.0,14365000.0,14947000.0,AngioDynamics Inc.,0.15,44182000.0,44579000.0,41810000.0,44019000.0,150722000.0,153914000.0,145051000.0,147802000.0,48200000.0,47544000.0,35571000.0,35664000.0,5000000.0,5000000.0,5000000.0,5000000.0,16.49558,17.336,-0.0233918128655,404149000.0,0.0,0.0,0,33120236,172366000.0,41229000.0,42335000.0,43792000.0,45010000.0,9.8,92.2,0.15,2017-05-31,613152791,0.00784550392275,0.020782396088,0.0616656071202,AngioDynamics Inc.,-35000.0,-12913000.0,2887000.0,13734000.0,3,41089000.0,53668000.0,38652000.0,29422000.0,105000.0,,,,140000.0,-11333000.0,5140000.0,15588000.0,85411000.0,86914000.0,85602000.0,89029000.0,0.0,0.0,1.18,1.7989818,1.06,2017-08-31,2017-05-31,2017-02-28,2016-11-30,6441000.0,6696000.0,5951000.0,5913000.0,0.51,,0.71,346956000.0,277565,9,517884000.0,515027000.0,531750000.0,523349000.0,36715736,2017-10-31,1279391,6.625193,ANGO,ANGO,700341000.0,707961000.0,704318000.0,712170000.0,49415000.0,48759000.0,36774000.0,36867000.0,95147000.0,96320000.0,97519000.0,115163000.0,182457000.0,192934000.0,172568000.0,188821000.0,85411000.0,86914000.0,85602000.0,89029000.0,0.74,1.1508,18.85,14.8,-0.0118343195266,0.408094435076,0.61665053243,0.00360576923077
30,0.0,,0.0,0.205935,0.0,-9877000.0,-35407000.0,21009000.0,-11066000.0,-15349000.0,26793000.0,13078000.0,92367000.0,Anworth Mortgage Asset Corporation,0.0,,,,,,,,,6756000.0,16633000.0,52040000.0,31031000.0,,,,,5.60673,5.87495,0.0,0.0,0.6,11.111111,2017-09-28 00:00:00.0,94954853,0.0,,,,,3.3,52.9,0.0,2016-12-31,529797256,-0.10447761194,-0.10149750416,-0.0753424657534,Anworth Mortgage Asset Corporation,12669000.0,10097000.0,15401000.0,15820000.0,0,,,,,2045000.0,-162000.0,-586000.0,-20802000.0,,,,,,,,,77.1,5.9,0.89,5.014981,50.36,2017-09-30,2017-06-30,2017-03-31,2016-12-31,,,,,0.81,,7.76,83051000.0,6920917,1,684728000.0,677620000.0,648206000.0,631098000.0,98110603,2017-10-31,2026623,3.7978482,ANH,ANH,5783787000.0,5372123000.0,5250094000.0,5395776000.0,,,,,,,,,5099059000.0,4694503000.0,4601888000.0,4764678000.0,16043000.0,13288000.0,18706000.0,19332000.0,0.53,21.6618,6.35,4.96,0.0865191146881,0.136842105263,-0.0425531914894,0.0285714285714
31,52922000.0,,12.1951,1.474382,558963000.0,9086000.0,-1494000.0,15107000.0,6214000.0,12100000.0,6271000.0,15460000.0,5423000.0,Anika Therapeutics Inc.,0.41,6250000.0,6315000.0,6083000.0,7539000.0,199034000.0,192881000.0,177050000.0,170440000.0,126960000.0,117874000.0,119368000.0,104261000.0,,,,,49.83945,56.8332,0.0082135523614,0.0,0.0,0.0,0,14096424,86571000.0,20934000.0,27147000.0,17303000.0,21187000.0,3.9,77.7,2.15,2016-12-31,791882144,-0.0918109971414,0.0442768754834,0.156035958904,Anika Therapeutics Inc.,6887000.0,11369000.0,5493000.0,8085000.0,2,10665000.0,9421000.0,9297000.0,8447000.0,,,,,10269000.0,17726000.0,8006000.0,12740000.0,27184000.0,33462000.0,23386000.0,28726000.0,47.2,11.6,3.13,7.1190677,28.23,2017-09-30,2017-06-30,2017-03-31,2016-12-31,5842000.0,4449000.0,4230000.0,2959000.0,12.63,,13.61,112758000.0,924246,8,253289000.0,244138000.0,230028000.0,222773000.0,14661769,2017-10-31,1312734,15.013999,ANIK,ANIK,273132000.0,265004000.0,247367000.0,240246000.0,152710000.0,142874000.0,138618000.0,124761000.0,,,,,19843000.0,20866000.0,17339000.0,17473000.0,27184000.0,33462000.0,23386000.0,28726000.0,2.13,19.1222,60.29,41.64,0.185469710272,0.2768321513,3.69244135534,0.0778287766913
32,48966000.0,,14.4444,2.85113,64591000.0,9664000.0,-2456000.0,-16540000.0,6209000.0,17084000.0,1000.0,6529000.0,12082000.0,ANI Pharmaceuticals Inc.,0.9,21078000.0,21122000.0,16386000.0,16906000.0,125582000.0,112856000.0,106981000.0,103007000.0,23035000.0,13371000.0,15827000.0,27365000.0,,,,,51.0169,54.771,-0.0253503385294,0.0,0.0,0.0,0,10335453,92269000.0,27086000.0,23642000.0,20242000.0,21299000.0,11.3,56.2,0.35,2016-12-31,721376596,0.139543446244,0.406498523063,0.246225085565,ANI Pharmaceuticals Inc.,4720000.0,2681000.0,1152000.0,-1080000.0,2,17755000.0,16648000.0,15617000.0,20001000.0,,,,,9331000.0,6994000.0,4625000.0,1298000.0,48164000.0,44764000.0,36628000.0,38205000.0,0.0,0.0,3.95,4.22778,4.45,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2634000.0,2167000.0,1618000.0,135000.0,2.16,,4.24,167761000.0,1173154,14,182801000.0,176546000.0,172212000.0,169648000.0,11653903,2017-10-31,961892,8.461028,ANIP,ANIP,370469000.0,359219000.0,357138000.0,322864000.0,18031000.0,8369000.0,10826000.0,27365000.0,,,,,187668000.0,182673000.0,184926000.0,153216000.0,48164000.0,44764000.0,36628000.0,38205000.0,3.35,9.5381,65.81,42.23,0.0752127844363,0.564316401314,7.81766381766,0.0102823567815
33,458515000.0,,-1.1236,1.027345,3479533000.0,61575000.0,-8192000.0,43709000.0,-15437000.0,88885000.0,112182000.0,125893000.0,90056000.0,ANSYS Inc.,0.89,35983000.0,36338000.0,37031000.0,38978000.0,1201674000.0,1145680000.0,1182069000.0,1169401000.0,919571000.0,857996000.0,866188000.0,822479000.0,,,,,119.33208,130.9282,-0.00608465608466,0.0,0.0,0.0,0,83063476,915212000.0,239602000.0,227586000.0,216374000.0,231650000.0,2.1,,2.99,2016-12-31,12752831882,0.18200408998,0.222285481903,0.253482358829,ANSYS Inc.,73630000.0,69730000.0,63306000.0,69983000.0,6,133419000.0,129192000.0,130902000.0,134684000.0,,,,,106183000.0,98394000.0,85472000.0,96966000.0,275585000.0,263924000.0,253405000.0,270628000.0,41.9,27.4,5.58,12.006065,26.01,2017-09-30,2017-06-30,2017-03-31,2016-12-31,50144000.0,49002000.0,54378000.0,45560000.0,9.92,,12.25,1063542000.0,366739,13,2287254000.0,2189415000.0,2211445000.0,2208405000.0,84860473,2017-10-31,1219914,3.4093428,ANSS,ANSS,2846013000.0,2760965000.0,2794693000.0,2800526000.0,926635000.0,863482000.0,866556000.0,822860000.0,,,,,558759000.0,571550000.0,583248000.0,592121000.0,275585000.0,263924000.0,253405000.0,270628000.0,3.5,71.6701,155.14,89.08,0.690438695163,0.643302351011,1.2038422056,0.609855382967
34,-39872000.0,,35.5556,2.591588,58722000.0,,-9501000.0,-191000.0,-11727000.0,,-10113000.0,-14329000.0,-12228000.0,Anthera Pharmaceuticals Inc.,-0.9,,,,,6076000.0,13946000.0,22873000.0,22708000.0,,11151000.0,20652000.0,20843000.0,,,,,2.42701,1.565,0.141104294479,0.0,0.0,0.0,0,10076096,0.0,,,,,7.6,37.1,-12.89,2016-12-31,20285945,0.0333333333333,0.464566929134,-0.105769230769,Anthera Pharmaceuticals Inc.,-6307000.0,313000.0,-11207000.0,-12985000.0,3,7914000.0,8659000.0,10604000.0,14579000.0,,,,,-7914000.0,-8659000.0,-10604000.0,-14579000.0,,,,,0.0,0.0,4.8,,,2017-09-30,2017-06-30,2017-03-31,2016-12-31,6104000.0,7034000.0,7801000.0,11087000.0,-162.39,,-921.26,0.0,0,0,343000.0,4558000.0,2386000.0,12470000.0,10906422,2017-10-31,1382258,2.5255854,ANTH,ANTH,8368000.0,14506000.0,23591000.0,23471000.0,6076000.0,11151000.0,20652000.0,20843000.0,,,,,8025000.0,9948000.0,21205000.0,11001000.0,,,,,-6.35,-87.7632,20.24,1.2,-0.880769230769,-0.95396039604,-0.956944444444,-0.672535211268
35,0.0,,9.9585,0.746272,0.0,1536000000.0,-2211200000.0,2697100000.0,1529300000.0,2404700000.0,393100000.0,2688200000.0,211100000.0,Anthem Inc.,2.41,,,,,,,,,6097200000.0,4561200000.0,6772400000.0,4075300000.0,2453400000.0,1204400000.0,1692800000.0,1368400000.0,181.60577,195.53748,0.00910772075821,65392700000.0,2.8,1.2828149,2017-12-04 00:00:00.0,252459871,0.0,,,,,1.6,90.6,9.21,2016-12-31,56043118919,0.149454947601,0.152246212321,0.194559982487,Anthem Inc.,746900000.0,855300000.0,1009900000.0,368400000.0,11,,,,,-111600000.0,-16500000.0,-6600000.0,-27700000.0,1118900000.0,1205700000.0,1515000000.0,658600000.0,,,,,19.3,7.2,2.16,0.62257725,3.35,2017-09-30,2017-06-30,2017-03-31,2016-12-31,,,,,4.49,,11.76,89073500000.0,1680632,347,25948300000.0,26431700000.0,26091900000.0,25100400000.0,256760521,2017-10-31,6612579,3.861838,ANTM,ANTM,68309900000.0,68237600000.0,68943500000.0,65083100000.0,,,,,16230700000.0,16292400000.0,17142700000.0,15726900000.0,42361600000.0,41805900000.0,42851600000.0,39982700000.0,22426000000.0,22407200000.0,22525900000.0,21714400000.0,12.46,65.6195,220.75,132.65,0.632779772591,0.626574260377,2.93279279279,0.523806199386
36,112061000.0,,0.0,2.152331,294681000.0,22090000.0,-33445000.0,35863000.0,-69778000.0,18742000.0,-67090000.0,-32817000.0,34699000.0,Aegean Marine Petroleum Network Inc.,0.06,1358413000.0,1443925000.0,1105378000.0,1051116000.0,960718000.0,963282000.0,909252000.0,781410000.0,82481000.0,60391000.0,93836000.0,57973000.0,352662000.0,339329000.0,314854000.0,329354000.0,7.38168,4.5405,-0.137931034483,3287019000.0,0.08,2.1333334,2017-08-22 00:00:00.0,40633922,341816000.0,82246000.0,80333000.0,90797000.0,88440000.0,,70.6,1.11,2016-12-31,152377208,-0.166666666667,-0.271844660194,-0.644549763033,Aegean Marine Petroleum Network Inc.,1723000.0,1354000.0,16025000.0,10551000.0,2,66013000.0,66467000.0,66422000.0,65915000.0,,,-469000.0,-339000.0,16233000.0,13866000.0,24375000.0,22525000.0,1440659000.0,1524258000.0,1196175000.0,1139556000.0,42.5,6.8,0.25,0.03661952,0.46,2017-06-30,2017-03-31,2016-12-31,2016-09-30,,,,,1.72,,4.41,5300648000.0,5348787,130,600524000.0,595881000.0,589533000.0,565015000.0,40633922,2017-10-31,4083705,11.846337,ANW,ANW,1640144000.0,1651216000.0,1600933000.0,1472552000.0,82481000.0,60391000.0,93836000.0,57973000.0,860122000.0,853309000.0,817631000.0,755957000.0,1039620000.0,1055335000.0,1011400000.0,907537000.0,1440659000.0,1524258000.0,1196175000.0,1139556000.0,1.07,-56.126396,13.1,3.255,-0.558823529412,-0.51044386423,-0.300373134328,-0.646226415094
37,-11439000.0,,91.6667,3.282004,16732000.0,-3632000.0,1848000.0,47000.0,685000.0,-3071000.0,-3972000.0,-1892000.0,-1785000.0,Sphere 3D Corp.,-1.32,14051000.0,14907000.0,13308000.0,13289000.0,25916000.0,33425000.0,30270000.0,28119000.0,3272000.0,6904000.0,5056000.0,5009000.0,43797000.0,44049000.0,19594000.0,3327000.0,4.68346,2.98079,0.125461254613,131841000.0,0.0,0.0,0,6596786,17633000.0,5387000.0,6831000.0,5415000.0,5170000.0,,0.4,-33.61,2016-12-31,20120197,0.0892857142857,-0.295612009238,-0.467016164264,Sphere 3D Corp.,-7513000.0,-7809000.0,-7484000.0,-43292000.0,1,11517000.0,11557000.0,10779000.0,47753000.0,-48000.0,958000.0,850000.0,,-6130000.0,-4726000.0,-5364000.0,-42583000.0,19438000.0,21738000.0,18723000.0,18459000.0,0.0,0.0,1.39,0.32819283,-38.07,2017-06-30,2017-03-31,2016-12-31,2016-09-30,1896000.0,1771000.0,1864000.0,2222000.0,-60.41,,-173.91,59899000.0,154778,9,14487000.0,19479000.0,20446000.0,21430000.0,6596786,2017-10-31,552710,0.7610098,ANY,ANY,87758000.0,96302000.0,92556000.0,92120000.0,3272000.0,6904000.0,6556000.0,5009000.0,43797000.0,44049000.0,43995000.0,44586000.0,73271000.0,76823000.0,72110000.0,70690000.0,19438000.0,21738000.0,18723000.0,18459000.0,-3.75,-78.596504,23.0,2.13,-0.8,-0.949377593361,-0.88380952381,-0.576094510076
38,197873000.0,,22.2222,-0.105709,233070000.0,-18177000.0,7296000.0,-19643000.0,-141116000.0,-34492000.0,14052000.0,48150000.0,20764000.0,American Outdoor Brands Corporation,0.54,88389000.0,138399000.0,134212000.0,135923000.0,317748000.0,318441000.0,262578000.0,273712000.0,43372000.0,61549000.0,54253000.0,73896000.0,81904000.0,7322000.0,6300000.0,6300000.0,19.31003,14.8126,-0.018063583815,822120000.0,0.0,0.0,0,47527028,328335000.0,40632000.0,90787000.0,99311000.0,97605000.0,12.0,68.8,2.26,2017-04-30,733880833,-0.0529616724739,-0.2921875,-0.403162055336,American Outdoor Brands Corporation,-2165000.0,27693000.0,32453000.0,32483000.0,6,43832000.0,45736000.0,49102000.0,45454000.0,5000.0,1000.0,-6000.0,90000.0,-3200000.0,45051000.0,50209000.0,52151000.0,129021000.0,229186000.0,233523000.0,233528000.0,45.0,6.1,1.88,1.2265401,9.8,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2786000.0,2624000.0,2764000.0,2698000.0,12.63,,24.75,825258000.0,374436,15,390645000.0,393162000.0,412295000.0,376497000.0,54001533,2017-10-31,7253355,5.3599043,AOBC,AOBC,778122000.0,788036000.0,739720000.0,728256000.0,43372000.0,61549000.0,54253000.0,73896000.0,241228000.0,217979000.0,168290000.0,194623000.0,387477000.0,394874000.0,327425000.0,351759000.0,129021000.0,229186000.0,233523000.0,233528000.0,2.62,-38.1711,25.01,12.92,-0.360169491525,-0.228279386712,0.299235181644,-0.36820083682
39,0.0,,0.0,1.021496,0.0,,,,,,,,,Alpine Total Dynamic Dividend Fund,0.0,,,,,,,,,,,,,,,,,8.38586,8.94048,-0.00769230769231,0.0,0.69,7.6411963,2017-11-21 00:00:00.0,107593339,0.0,,,,,,,0.0,0,971567851,-0.00441014332966,0.0475638051044,0.0463499420626,Alpine Total Dynamic Dividend Fund,,,,,0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,NaN,0,,,,,107593339,2013-01-15,260389,0.17424166,AOD,AOD,,,,,,,,,,,,,,,,,,,,,0.0,34.590702,9.19,7.18,0.247237569061,0.135849056604,0.0932203389831,0.174252275683
40,133613000.0,,0.0,1.246182,1193303000.0,-75470000.0,-208704000.0,176620000.0,137193000.0,-65802000.0,-226291000.0,289493000.0,92002000.0,Alliance One International Inc.,0.0,378008000.0,248358000.0,542145000.0,389383000.0,1468651000.0,1510295000.0,1510076000.0,1570548000.0,188936000.0,264406000.0,473110000.0,296490000.0,549187000.0,545385000.0,485909000.0,568451000.0,13.0335,11.178,-0.0791366906475,5922043000.0,0.0,0.0,0,6864153,211613000.0,69331000.0,28635000.0,67545000.0,65152000.0,21.9,67.6,-7.05,2017-03-31,115216064,0.0756302521008,0.0281124497992,0.0,Alliance One International Inc.,1024000.0,-32543000.0,-308000.0,-15457000.0,0,30219000.0,29539000.0,34800000.0,26498000.0,1571000.0,1174000.0,-314000.0,1452000.0,39112000.0,-904000.0,32745000.0,38654000.0,447339000.0,276993000.0,609690000.0,454535000.0,0.0,0.0,0.64,0.066431485,-2.67,2017-09-30,2017-06-30,2017-03-31,2016-12-31,,,,,-2.4,,-23.53,1730641000.0,182692,192,179059000.0,174905000.0,203518000.0,204769000.0,9001255,2017-10-31,119464,3.2668107,AOI,AOI,1935203000.0,1975002000.0,1971872000.0,2036315000.0,188936000.0,264406000.0,473110000.0,296490000.0,1466678000.0,1461650000.0,1428868000.0,1537704000.0,1756144000.0,1800097000.0,1768354000.0,1831546000.0,447339000.0,276993000.0,609690000.0,454535000.0,20.19,-23.5821,19.5,9.85,-0.264367816092,-0.130434782609,-0.577557755776,-0.31914893617
41,2259000000.0,,1.5748,1.056194,7173000000.0,65000000.0,233000000.0,20000000.0,-52000000.0,-147000000.0,260000000.0,240000000.0,851000000.0,Aon plc Class A (UK),1.27,,,,,14267000000.0,15602000000.0,15393000000.0,13146000000.0,749000000.0,684000000.0,451000000.0,431000000.0,305000000.0,292000000.0,667000000.0,336000000.0,130.64153,145.03806,0.0219004137537,24372000000.0,1.44,1.0052356,2017-10-31 00:00:00.0,229710836,0.0,,,,,7.9,88.2,5.16,2016-12-31,35797847244,-0.0305880760642,0.0351181443746,0.152453740949,Aon plc Class A (UK),185000000.0,769000000.0,291000000.0,452000000.0,9,2075000000.0,2486000000.0,2042000000.0,4137000000.0,-1000000.0,1000000.0,2000000.0,2000000.0,265000000.0,-118000000.0,343000000.0,731000000.0,2340000000.0,2368000000.0,2381000000.0,4846000000.0,28.2,15.7,6.92,3.4451594,17.64,2017-09-30,2017-06-30,2017-03-31,2016-12-31,,,,,6.63,,31.99,11957000000.0,173290,48,5175000000.0,5487000000.0,5754000000.0,5475000000.0,249897712,2017-10-31,2823411,2.9402843,AON,AON,25924000000.0,27189000000.0,26982000000.0,26615000000.0,2389000000.0,3430000000.0,633000000.0,721000000.0,5967000000.0,5923000000.0,6277000000.0,6205000000.0,20749000000.0,21702000000.0,21228000000.0,21140000000.0,2340000000.0,2368000000.0,2381000000.0,4868000000.0,6.75,28.4783,152.78,109.18,0.296497420581,0.525721589094,1.55029375111,0.278104925054
42,573500000.0,,1.8868,1.545658,2985700000.0,15300000.0,13200000.0,-37000000.0,61100000.0,77000000.0,84700000.0,-11500000.0,183000000.0,A.O. Smith Corporation,0.53,443200000.0,432300000.0,437700000.0,408500000.0,1698100000.0,1640300000.0,1605500000.0,1562000000.0,321900000.0,306600000.0,293400000.0,330400000.0,7500000.0,7400000.0,7200000.0,7200000.0,54.4836,59.23929,-0.01860231272,1517800000.0,0.56,0.95628417,2017-10-30 00:00:00.0,169859470,1204500000.0,306700000.0,305900000.0,302300000.0,289600000.0,1.2,82.1,1.84,2016-12-31,10068193101,-0.034460016488,0.0909090909091,0.0822398817224,A.O. Smith Corporation,93700000.0,92400000.0,87700000.0,82700000.0,8,175800000.0,177300000.0,182100000.0,174800000.0,,,,-2100000.0,130900000.0,128600000.0,120200000.0,114800000.0,749900000.0,738200000.0,740000000.0,698100000.0,35.4,6.1,6.04,3.4471684,12.18,2017-09-30,2017-06-30,2017-03-31,2016-12-31,,,,,12.03,,22.34,2926200000.0,188787,17,1665900000.0,1613700000.0,1566400000.0,1515300000.0,171929527,2017-10-31,4075630,4.8307543,AOS,AOS,3104600000.0,2984000000.0,2940200000.0,2891000000.0,767900000.0,740900000.0,722300000.0,754600000.0,449700000.0,375100000.0,369400000.0,323600000.0,1438700000.0,1370300000.0,1373800000.0,1375700000.0,749900000.0,738200000.0,740000000.0,698100000.0,2.04,22.4928,62.16,46.44,0.21847690387,0.503852080123,2.92954202315,0.232842105263
43,34695000.0,,600.0,0.277818,534816000.0,,-442000.0,-6643000.0,4019000.0,,13548000.0,11031000.0,8772000.0,Alpha and Omega Semiconductor Limited,0.02,77328000.0,72921000.0,70584000.0,72593000.0,292206000.0,225476000.0,217080000.0,223600000.0,,115708000.0,116150000.0,122793000.0,837000.0,828000.0,820000.0,809000.0,17.62925,16.8038,0.00566893424036,7186000.0,0.0,0.0,0,19453743,97407000.0,27530000.0,25086000.0,22697000.0,22094000.0,19.1,66.7,0.56,2017-06-30,426431814,0.0183696900115,0.124207858048,-0.0682773109244,Alpha and Omega Semiconductor Limited,4800000.0,4119000.0,3556000.0,2847000.0,3,22940000.0,21525000.0,19692000.0,19258000.0,,19000.0,-74000.0,7000.0,4590000.0,3561000.0,3005000.0,2836000.0,104858000.0,98007000.0,93281000.0,94687000.0,0.0,0.0,1.57,1.0892394,2.6,2017-09-30,2017-06-30,2017-03-31,2016-12-31,8325000.0,7907000.0,7625000.0,7284000.0,3.59,,5.83,390833000.0,134770,16,272515000.0,270770000.0,262749000.0,258356000.0,24037870,2017-10-31,112390,1.5646883,AOSL,AOSL,492582000.0,398408000.0,370213000.0,362028000.0,180165000.0,115708000.0,116150000.0,122793000.0,1496000.0,1694000.0,1891000.0,2105000.0,220067000.0,127638000.0,107464000.0,103672000.0,104858000.0,98007000.0,93281000.0,94687000.0,0.48,-11.5212,23.929,14.81,-0.155238095238,0.90752688172,1.13477737665,-0.17908375752
44,-29152000.0,,-500.0,1.545559,81125000.0,504000.0,-17558000.0,-4946000.0,-2930000.0,-5073000.0,-5489000.0,7531000.0,1326000.0,Ampco-Pittsburgh Corporation,-0.03,92017000.0,84663000.0,80672000.0,67267000.0,228379000.0,217009000.0,221464000.0,225470000.0,21525000.0,21021000.0,38579000.0,43525000.0,18936000.0,18886000.0,26825000.0,19144000.0,15.24765,17.024,-0.0401337792642,150191000.0,0.0,0.0,0,11881329,48840000.0,18533000.0,18853000.0,11454000.0,15594000.0,3.9,62.6,-6.6,2016-12-31,177373175,-0.182336182336,0.0590405904059,-0.0917721518987,Ampco-Pittsburgh Corporation,-1913000.0,-4783000.0,-43062000.0,-27382000.0,1,20548000.0,21220000.0,51224000.0,20535000.0,,,,,-2015000.0,-2367000.0,-39770000.0,-4941000.0,110550000.0,103516000.0,92126000.0,82861000.0,0.0,0.0,1.19,0.5813058,-16.11,2017-06-30,2017-03-31,2016-12-31,2016-09-30,,,,,-12.89,,-41.63,306192000.0,159891,25,149220000.0,145427000.0,147918000.0,196638000.0,12360500,2017-10-31,285198,14.836289,AP,AP,562241000.0,556596000.0,565889000.0,587607000.0,21525000.0,21021000.0,38579000.0,43525000.0,53396000.0,44581000.0,52214000.0,44732000.0,413021000.0,411169000.0,417971000.0,390969000.0,110550000.0,103516000.0,92126000.0,82861000.0,-1.69,14.316199,18.595,12.4,0.00701754385965,0.209949409781,-0.166182452063,-0.111455108359
45,3265000000.0,,180.0,1.049897,6411000000.0,275000000.0,146000000.0,144000000.0,147000000.0,554000000.0,751000000.0,455000000.0,796000000.0,Apache Corporation,-0.05,397000000.0,420000000.0,393000000.0,420000000.0,3769000000.0,4647000000.0,3426000000.0,3241000000.0,1942000000.0,1667000000.0,1521000000.0,1377000000.0,550000000.0,150000000.0,150000000.0,,47.18988,42.53969,-0.0351989505903,33983000000.0,1.0,2.2660322,2017-10-20 00:00:00.0,378637519,4658000000.0,1178000000.0,964000000.0,1485000000.0,1031000000.0,0.6,96.8,-3.72,2016-12-31,16810998218,0.0517159199237,0.0410474168436,-0.135891913061,Apache Corporation,63000000.0,572000000.0,213000000.0,-182000000.0,10,1085000000.0,955000000.0,947000000.0,1145000000.0,-296000000.0,21000000.0,-341000000.0,,93000000.0,9000000.0,538000000.0,-114000000.0,1389000000.0,1405000000.0,1512000000.0,1485000000.0,0.0,0.0,2.4,2.9914675,14.62,2017-09-30,2017-06-30,2017-03-31,2016-12-31,,,,,2.96,,9.88,6288000000.0,1687148,17,7011000000.0,6899000000.0,6385000000.0,6238000000.0,380942629,2017-10-31,26960228,6.9180107,APA,APA,21835000000.0,22602000000.0,22610000000.0,22519000000.0,1846000000.0,1667000000.0,1521000000.0,1377000000.0,8483000000.0,8479000000.0,8477000000.0,8544000000.0,14824000000.0,15703000000.0,16225000000.0,16281000000.0,1575000000.0,1384000000.0,1878000000.0,1451000000.0,-0.15,-22.792,69.0,38.14,-0.235446985447,-0.106680161943,-0.429402637704,-0.308090310442
46,271984000.0,,3.1746,1.766972,875241000.0,12378000.0,-31924000.0,65405000.0,-55832000.0,80262000.0,50371000.0,118996000.0,12101000.0,Artisan Partners Asset Management Inc. Class A,0.63,,,,,343627000.0,311880000.0,285794000.0,231467000.0,202636000.0,190258000.0,222182000.0,156777000.0,198900000.0,199558000.0,199500000.0,199500000.0,29.70298,33.448,0.0,1195826000.0,2.4,6.557377,2017-11-15 00:00:00.0,73539301,0.0,,,,,2.7,74.0,1.56,2016-12-31,2765856327,0.0562770562771,0.215946843854,0.262068965517,Artisan Partners Asset Management Inc. Class A,30665000.0,26632000.0,19795000.0,19299000.0,3,123926000.0,129770000.0,126042000.0,122894000.0,19641000.0,6893000.0,-79000.0,-237000.0,80630000.0,66503000.0,58032000.0,58587000.0,204556000.0,196273000.0,184074000.0,181481000.0,0.0,0.0,17.71,3.5645084,25.28,2017-09-30,2017-06-30,2017-03-31,2016-12-31,,,,,7.52,,57.7,766384000.0,2016800,10,156146000.0,146677000.0,139541000.0,131711000.0,75569845,2017-10-31,3711949,9.658787,APAM,APAM,1160921000.0,1135414000.0,1107495000.0,936166000.0,269009000.0,220763000.0,222395000.0,163074000.0,397832000.0,,399017000.0,398977000.0,1004775000.0,988737000.0,967954000.0,804455000.0,204556000.0,196273000.0,184074000.0,181481000.0,2.28,49.6499,36.875,26.3,0.350553505535,-0.0530401034929,-0.0574298223023,0.192182410423
47,0.0,,0.0,0.861845,0.0,,,,,,,,,Asia Pacific Fund Inc. (The),0.0,,,,,,,,,,,,,,,,,12.71375,14.15488,0.00986819405148,0.0,0.22,1.5033484,2016-12-21 00:00:00.0,10344072,0.0,,,,,,,0.0,0,151375150,0.0283907238229,0.117099236641,0.189756097561,Asia Pacific Fund Inc. (The),,,,,0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,NaN,0,,,,,10344072,2013-01-15,8852,0.22629547,APB,APB,,,,,,,,,,,,,,,,,,,,,0.0,48.8798,14.7,9.515,0.466332665331,0.352282913036,0.448767448767,0.485685279188
